序號,開標日期,股票代號,CB代號,名稱,股本,發行規模,年期,擔保,信用評等,競拍張數,底標價,截標日,截標收盤,轉換價,訂價溢價率,理論價,最低得標,最低溢價,平均得標,平均溢價,發行券商,產業分類,合格件數,投標張數,投標倍數,投標均張,投標開始日,最高投(得)標數量(張),撥券日,得標總金額,得標手續費率(%),最高得標價格(元),承銷價格(元)
124,2022-12-01 00:00:00,3023,30238,信邦八,23.3,10.0,3,無擔保,4,8500,101.0,2022-12-01 00:00:00,269.0,286.5,1.04,93.89179755671903,103.2,0.09913754646840145,104.5,0.1129832713754646,台新證券,電子零組件業,408,18825,2.214705882352941,46.13970588235294,2022/11/25,850.0,2022/12/12,888290480.0,0.5,107.89,104.5
125,2022-12-01 00:00:00,4540,45402,全球傳動二,9.42,3.0,3,無擔保,6,2550,100.0,2022-12-01 00:00:00,35.75,37.0,1.0221,96.62162162162163,100.0,0.034965034965035,100.17,0.03672447552447555,凱基證券,電機機械,87,3340,1.309803921568627,38.39080459770115,2022/11/25,255.0,2022/12/12,255426270.0,0.5,102.1,100.17
126,2022-12-05 00:00:00,6593,65931,台灣銘版一,2.02,3.0,3,有擔保,7,2550,100.0,2022-12-05 00:00:00,39.75,37.8,1.02,105.1587301587302,107.7,0.02416603773584902,109.71,0.04327999999999999,統一證券,資訊服務業,184,7133,2.797254901960784,38.76630434782609,2022/11/29,255.0,2022/12/14,279766660.0,0.5,120.0,109.71
127,2022-12-20 00:00:00,4968,49681,立積一,6.32,3.0,3,無擔保,4,2550,101.0,2022-07-18 00:00:00,138.0,137.2,1.02,100.5830903790087,103.38,0.02780695652173915,104.98,0.04371420289855088,台新證券,半導體業,228,5931,2.325882352941176,26.01315789473684,2022/07/14,255.0,2022/07/29,267710450.0,0.5,110.2,104.98
128,2022-12-27 00:00:00,2230,22304,泰茂四,3.99,3.0,3,有擔保,8,2700,100.0,2022-12-23 00:00:00,30.1,29.0,1.0255,103.7931034482759,109.95,0.05931893687707657,110.42,0.06384717607973434,統一證券,電機機械,329,8984,3.327407407407407,27.30699088145897,2022/12/21,270.0,2023/01/06,298144150.0,0.5,111.5,110.42
129,2022-12-30 00:00:00,6486,64862,互動二,3.88,6.0,3,有擔保,6,5100,101.0,2022-12-28 00:00:00,62.8,60.7,1.02,103.4596375617792,104.23,0.007446019108280355,106.15,0.02600398089171985,富邦證券,通信網路業,302,8601,1.686470588235294,28.48013245033113,2022/12/26,510.0,2023/01/11,541348980.0,0.5,120.0,106.15
130,2023-02-09 00:00:00,1589,15894,永冠四KY,11.1,15.0,5,無擔保,6,13500,100.0,2023-02-07 00:00:00,67.7,62.3,1.0213,108.6677367576244,100.51,-0.07507045790251099,104.23,-0.04083766617429829,永豐金證,電機機械,409,15003,1.111333333333333,36.68215158924205,2023/02/03,1350.0,2023/02/20,1407155910.0,0.5,112.52,104.23
131,2023-02-24 00:00:00,3533,35332,嘉澤二,10.3,10.0,3,無擔保,4,8800,102.0,2023-02-22 00:00:00,818.0,862.1,1.02,94.88458415497043,106.59,0.1233647799511002,108.14,0.1397004156479218,元大證券,電子零組件業,837,34481,3.918295454545455,41.19593787335723,2023/02/20,880.0,2023/03/09,951609470.0,0.6,120.0,108.14
132,2023-03-10 00:00:00,3663,36633,鑫科三,7.35,2.0,3,有擔保,6,1700,101.5,2023-03-08 00:00:00,30.5,30.9,1.035,98.70550161812298,108.11,0.09527836065573769,109.8,0.1123999999999998,富邦證券,其他電子業,355,9433,5.548823529411765,26.57183098591549,2023/03/06,170.0,2023/03/21,186655190.0,0.5,129.0,109.8
133,2023-03-10 00:00:00,5450,54501,南良一,12.2,5.0,5,有擔保,7,4250,100.5,2023-03-08 00:00:00,21.15,18.8,1.0256,112.5,113.28,0.00693333333333368,116.23,0.03315555555555583,富邦證券,其他業,456,13528,3.183058823529412,29.66666666666667,2023/03/06,425.0,2023/03/21,493967970.0,0.5,125.65,116.23
134,2023-04-17 00:00:00,4123,41236,晟德六,45.9,7.0,5,有擔保,6,5950,100.0,2023-04-13 00:00:00,48.3,48.0,1.0408,100.625,109.1,0.08422360248447225,110.08,0.09396273291925472,元富證券,生技醫療業,681,21349,3.588067226890757,31.34948604992658,2023/04/11,595.0,2023/04/26,654998900.0,0.5,125.6,110.08
135,2023-05-15 00:00:00,2421,24213,建準三,25.1,12.0,5,無擔保,5,10200,100.0,2023-05-11 00:00:00,65.0,54.9,1.0353,118.3970856102004,113.52,-0.04119261538461538,115.52,-0.02430030769230773,台新證券,電子零組件業,620,23927,2.34578431372549,38.59193548387097,2023/05/09,1020.0,2023/05/24,1178337000.0,0.5,121.13,115.52
136,2023-05-19 00:00:00,4129,41294,聯合四,8.81,5.0,3,無擔保,6,4250,100.0,2023-05-17 00:00:00,62.5,61.7,1.021,101.2965964343598,105.03,0.03685616000000014,106.57,0.05205904000000006,凱基證券,生技醫療業,443,15667,3.68635294117647,35.36568848758465,2023/05/15,425.0,2023/05/30,452918350.0,0.5,114.0,106.57
137,2023-05-24 00:00:00,4906,49066,正文六,36.3,15.0,3,無擔保,6,13201,101.0,2023-05-22 00:00:00,30.5,30.8,1.022,99.02597402597402,102.33,0.03336524590163936,103.82,0.04841180327868844,凱基證券,通信網路業,535,23142,1.753049011438527,43.25607476635514,2023/05/18,1320.0,2023/06/02,1370592120.0,0.5,110.01,103.82
138,2023-05-31 00:00:00,9906,99061,欣巴巴一,8.33,2.0,3,有擔保,8,1700,101.0,2023-05-29 00:00:00,50.8,53.8,1.1002,94.42379182156134,108.83,0.1525696850393701,110.0,0.1649606299212598,統一證券,建材營造業,213,5818,3.422352941176471,27.31455399061033,2023/05/25,170.0,2023/06/09,187007330.0,0.5,115.0,110.0
139,2023-06-05 00:00:00,6279,62791,胡連一,9.97,15.0,3,無擔保,4,12750,102.0,2023-06-01 00:00:00,148.0,146.5,1.0209,101.0238907849829,107.21,0.06123412162162167,108.61,0.07509222972972984,永豐金證,電子零組件業,1044,34318,2.691607843137255,32.87164750957854,2023/05/30,1275.0,2023/06/14,1384715900.0,0.5,138.88,108.61
140,2023-06-07 00:00:00,3617,36172,碩天二,8.1,12.0,5,無擔保,5,10200,100.0,2023-06-05 00:00:00,199.5,200.0,1.0246,99.75,105.5,0.05764411027568928,107.64,0.07909774436090222,宏遠證券,其他電子業,652,23369,2.291078431372549,35.8420245398773,2023/06/01,1020.0,2023/06/16,1097954960.0,0.5,150.0,107.64
141,2023-06-08 00:00:00,6804,68041,明係一,3.5,2.0,3,無擔保,6,1700,102.0,2023-06-06 00:00:00,71.1,73.8,1.0351,96.34146341463415,102.93,0.06838734177215189,104.24,0.0819848101265821,兆豐證券,運動休閒,171,4158,2.445882352941176,24.31578947368421,2023/06/02,170.0,2023/06/19,177199790.0,0.5,109.0,104.24
142,2023-06-09 00:00:00,3587,35871,閎康一,6.23,6.0,3,無擔保,4,5100,102.0,2023-06-07 00:00:00,231.5,218.0,1.0337,106.1926605504587,112.53,0.05967775377969775,113.69,0.07060129589632824,元大證券,其他電子業,951,30207,5.922941176470588,31.76340694006309,2023/06/05,510.0,2023/06/20,579832050.0,0.5,150.0,113.69
143,2023-06-12 00:00:00,5608,56086,四維航六,27.9,5.0,3,無擔保,7,4250,100.0,2023-06-08 00:00:00,23.55,23.8,1.0312,98.94957983193278,105.22,0.06336985138004247,107.71,0.08853418259023349,永豐金證,航運業,293,8696,2.046117647058824,29.67918088737201,2023/06/06,425.0,2023/06/21,457763900.0,0.5,112.32,107.71
144,2023-06-21 00:00:00,3092,30922,鴻碩二,9.08,2.5,3,無擔保,7,2125,100.0,2023-06-19 00:00:00,39.0,37.6,1.022,103.7234042553191,105.1,0.01327179487179486,107.33,0.03477128205128222,凱基證券,電子零組件業,439,10219,4.808941176470588,23.27790432801822,2023/06/15,212.0,2023/07/04,228066890.0,0.5,113.25,107.33
145,2023-07-13 00:00:00,5230,52303,雷迪克三,4.7,3.0,3,無擔保,7,2550,101.5,2023-07-11 00:00:00,24.35,23.6,1.02,103.1779661016949,110.68,0.0727096509240246,111.88,0.08434004106776172,富邦證券,光電業,545,14459,5.670196078431372,26.5302752293578,2023/07/07,255.0,2023/07/24,285286060.0,0.5,114.0,111.88
146,2023-07-20 00:00:00,2066,20662,世德二,3.65,4.0,3,無擔保,6,3400,101.5,2023-07-18 00:00:00,103.0,101.0,1.0177,101.980198019802,109.0,0.06883495145631069,109.91,0.07775825242718448,統一證券,電機機械,582,14802,4.353529411764706,25.43298969072165,2023/07/14,340.0,2023/07/31,373682990.0,0.5,113.0,109.91
147,2023-07-20 00:00:00,9958,99586,世紀剛六,23.1,15.0,3,無擔保,5,13410,100.0,2023-07-18 00:00:00,141.5,141.0,1.0203,100.354609929078,105.33,0.0495780918727915,107.77,0.07389187279151943,永豐金證,鋼鐵工業,766,25776,1.922147651006711,33.65013054830287,2023/07/14,1341.0,2023/07/31,1445189830.0,0.5,128.0,107.77
148,2023-07-26 00:00:00,6472,64723,保瑞三,5.41,17.0,5,無擔保,6,14450,100.0,2023-04-24 00:00:00,1010.0,808.0,1.0298,125.0,115.74,-0.07408000000000003,119.35,-0.04520000000000002,台新證券,生技醫療業,801,24035,1.663321799307959,30.00624219725343,2023/07/20,1445.0,2023/08/04,1724565020.0,0.5,132.5,119.35
149,2023-08-07 00:00:00,2236,22362,百達二KY,4.58,2.0,3,無擔保,7,1700,100.5,2023-08-07 00:00:00,64.5,66.0,1.0307,97.72727272727273,101.52,0.03880930232558133,103.79,0.06203720930232559,台新證券,汽車工業,137,2540,1.494117647058824,18.54014598540146,2023/08/03,170.0,2023/08/18,176447120.0,0.5,110.0,103.79
150,2023-08-14 00:00:00,3088,30882,艾訊二,8.34,8.0,3,無擔保,5,7020,100.0,2023-08-15 00:00:00,97.7,109.5,1.0234,89.22374429223746,104.2,0.1678505629477993,106.0,0.1880245649948822,凱基證券,電腦及週邊設備業,643,24370,3.471509971509971,37.900466562986,2023/08/11,702.0,2023/08/28,744123380.0,0.5,115.0,106.0
151,2023-08-16 00:00:00,6796,67961,晉弘一,3.5,2.0,3,無擔保,7,1780,100.0,2023-08-14 00:00:00,106.5,123.0,1.0486,86.58536585365853,102.55,0.184380281690141,104.16,0.202974647887324,福邦證券,生技醫療業,213,7289,4.094943820224719,34.2206572769953,2023/08/10,178.0,2023/08/25,185403370.0,0.5,115.0,104.16
152,2023-08-21 00:00:00,1586,15864,和勤四,8.42,2.0,3,有擔保,7,1720,100.0,2023-08-17 00:00:00,31.4,33.39,1.05,94.04013177598083,106.11,0.1283480573248408,107.2,0.1399388535031849,合庫證券,電機機械,180,4730,2.75,26.27777777777778,2023/08/15,172.0,2023/08/30,184381070.0,1.0,112.22,107.2
153,2023-08-31 00:00:00,2436,24361,偉詮電一,17.8,11.0,3,無擔保,5,9350,101.0,2023-08-29 00:00:00,66.7,61.2,1.0291,108.9869281045752,110.1,0.0102128935532233,112.15,0.0290224887556223,台新證券,半導體業,784,26455,2.829411764705883,33.74362244897959,2023/08/25,935.0,2023/09/11,1048604110.0,0.5,119.91,112.15
154,2023-09-08 00:00:00,1526,15261,日馳一,6.0,5.0,3,無擔保,6,4250,101.0,2023-09-06 00:00:00,36.05,38.0,1.0683,94.86842105263158,102.12,0.07643828016643561,103.81,0.09425242718446603,富邦證券,電機機械,284,6527,1.535764705882353,22.98239436619718,2023/09/04,425.0,2023/09/19,441204380.0,0.5,108.2,103.81
155,2023-09-11 00:00:00,2906,29061,高林一,20.9,10.0,3,無擔保,5,9000,100.0,2023-09-07 00:00:00,17.85,18.0,1.021,99.16666666666667,104.23,0.05105882352941182,105.28,0.06164705882352939,元富證券,貿易百貨業,597,20869,2.318777777777778,34.95644891122278,2023/09/05,900.0,2023/09/20,947521540.0,0.5,110.82,105.28
156,2023-09-26 00:00:00,5209,52091,新鼎一,2.73,3.0,3,無擔保,5,2677,102.0,2023-09-22 00:00:00,172.0,177.0,1.0226,97.17514124293785,108.43,0.1158203488372094,109.46,0.1264197674418603,凱基證券,其他業,631,17316,6.468434815091521,27.44215530903328,2023/09/20,267.0,2023/10/06,293026870.0,0.5,112.5,109.46
157,2023-10-11 00:00:00,8442,84422,威宏二KY,6.0,4.0,3,有擔保,6,3415,102.0,2023-10-05 00:00:00,85.1,84.3,1.02,100.9489916963227,110.44,0.09401786133960055,111.6,0.1055088131609871,富邦證券,其他業,499,13972,4.091361639824305,28.0,2023/09/28,341.0,2023/10/19,381125480.0,0.5,115.5,111.6
158,2023-10-17 00:00:00,6585,65851,鼎基一,6.92,5.0,3,有擔保,6,4350,102.0,2023-10-13 00:00:00,118.0,120.9,1.05,97.60132340777503,110.69,0.134103474576271,111.96,0.1471155932203387,第一金證,其他業,487,13122,3.016551724137931,26.94455852156057,2023/10/11,435.0,2023/10/26,487025980.0,0.5,120.56,111.96
159,2023-10-18 00:00:00,3006,30061,晶豪科一,28.6,10.0,3,無擔保,5,8500,101.0,2023-10-16 00:00:00,93.9,85.6,1.0249,109.696261682243,113.88,0.0381392971246004,115.42,0.05217806176783801,凱基證券,半導體業,1008,36256,4.265411764705882,35.96825396825397,2023/10/12,850.0,2023/10/27,981040090.0,0.5,121.7,115.42
160,2023-10-30 00:00:00,5306,53064,桂盟四,12.6,10.0,3,有擔保,4,8520,100.0,2023-10-26 00:00:00,126.5,130.5,1.0235,96.93486590038314,106.3,0.09661264822134386,108.44,0.1186893280632411,凱基證券,運動休閒,503,21802,2.558920187793427,43.34393638170974,2023/10/24,852.0,2023/11/08,923929400.0,0.5,131.0,108.44
161,2023-11-01 00:00:00,2063,20632,世鎧二,5.0,6.0,3,無擔保,5,5400,100.5,2023-10-30 00:00:00,43.9,55.0,1.0583,79.81818181818181,105.15,0.317369020501139,107.32,0.3445558086560365,富邦證券,鋼鐵工業,292,9868,1.827407407407407,33.7945205479452,2023/10/26,540.0,2023/11/10,579547930.0,0.5,111.38,107.32
162,2023-11-07 00:00:00,3013,30133,晟銘電三,15.6,4.0,3,有擔保,7,3400,101.0,2023-11-03 00:00:00,43.8,43.5,1.02,100.6896551724138,112.23,0.1146130136986301,112.3,0.1153082191780821,中信證券,電腦及週邊設備業,410,13088,3.849411764705883,31.9219512195122,2023/11/01,340.0,2023/11/16,381809530.0,1.0,118.0,112.3
163,2023-11-13 00:00:00,6806,68061,森崴一,21.6,30.0,3,有擔保,9,28350,100.0,2023-11-09 00:00:00,108.5,114.0,1.0962,95.17543859649122,102.9,0.0811612903225809,105.76,0.1112110599078342,福邦證券,綠能環保,917,45146,1.592451499118166,49.23227917121047,2023/11/07,2835.0,2023/11/22,2998205890.0,0.5,115.5,105.76
164,2023-11-16 00:00:00,4566,45663,時碩三,8.2,8.0,3,無擔保,5,6935,100.0,2023-11-14 00:00:00,51.5,52.0,1.0271,99.03846153846155,104.21,0.05221747572815527,106.15,0.0718058252427185,凱基證券,電機機械,513,17407,2.510021629416006,33.9317738791423,2023/11/10,693.0,2023/11/27,736158820.0,0.5,122.0,106.15
165,2023-11-21 00:00:00,6126,61263,信音三,11.7,5.0,3,無擔保,6,4750,100.0,2023-11-17 00:00:00,27.7,28.0,1.0383,98.92857142857142,102.6,0.03711191335740072,104.18,0.05308303249097501,元大證券,電子零組件業,257,6743,1.419578947368421,26.23735408560311,2023/11/15,475.0,2023/11/30,494875580.0,0.5,107.0,104.18
166,2023-11-24 00:00:00,2368,23682,金像電二,49.2,40.0,5,無擔保,4,34000,105.0,2023-11-22 00:00:00,221.0,223.1,1.02,99.05871806364858,105.12,0.06118877828054314,107.16,0.0817826244343891,富邦證券,電子零組件業,797,42859,1.260558823529412,53.77540777917189,2023/11/20,3400.0,2023/12/05,3643279440.0,0.5,130.0,107.16
167,2023-11-27 00:00:00,8996,89964,高力四,8.9,10.0,5,無擔保,5,8500,101.0,2023-11-23 00:00:00,245.0,240.0,1.039,102.0833333333333,111.6,0.09322448979591846,113.8,0.1147755102040817,兆豐證券,電機機械,1031,34645,4.075882352941177,33.60329776915616,2023/11/21,850.0,2023/12/06,967263040.0,0.5,220.0,113.8
168,2023-12-04 00:00:00,2427,24271,三商電一,19.7,5.0,5,無擔保,7,4250,102.0,2023-11-30 00:00:00,27.25,27.32,1.0249,99.74377745241581,102.0,0.02262018348623851,102.68,0.02943765137614696,台新證券,資訊服務業,146,4322,1.016941176470588,29.6027397260274,2023/11/28,425.0,2023/12/13,400144360.0,0.5,118.0,102.0
169,2023-12-05 00:00:00,6284,62843,佳邦一,14.9,7.0,3,無擔保,5,5950,102.0,2023-12-01 00:00:00,85.3,92.0,1.1,92.71739130434781,107.61,0.1606236811254398,108.68,0.172164126611958,台新證券,電子零組件業,809,23952,4.025546218487395,29.60692212608158,2023/11/29,595.0,2023/12/14,646625280.0,0.5,115.0,108.68
170,2023-12-07 00:00:00,3522,35221,御頂一,6.3,1.5,3,有擔保,9,1350,101.0,2023-12-05 00:00:00,21.0,19.5,1.029,107.6923076923077,112.68,0.04631428571428575,113.62,0.05504285714285717,兆豐證券,觀光餐旅,260,7420,5.496296296296296,28.53846153846154,2023/12/01,135.0,2023/12/18,153382480.0,0.5,118.0,113.62
171,2023-12-08 00:00:00,8488,84881,吉源一KY,6.8,3.0,3,有擔保,7,2550,101.0,2023-12-06 00:00:00,18.6,18.5,1.025,100.5405405405406,102.71,0.02157795698924714,104.67,0.04107258064516106,玉山證券,其他業,191,5497,2.155686274509804,28.78010471204189,2023/12/04,255.0,2023/12/19,266913480.0,0.5,112.83,104.67
172,2023-12-26 00:00:00,6015,60152,宏遠證二,35.1,6.0,5,無擔保,BBB,6000,100.0,2023-12-22 00:00:00,10.85,10.92,1.0205,99.35897435897436,100.05,0.006954838709677391,101.36,0.02013935483870966,凱基證券,證券業,200,11413,1.902166666666667,57.065,2023/12/20,600.0,2024/01/05,608160270.0,0.5,107.1,101.36
173,2023-12-27 00:00:00,3548,35482,兆利二,6.61,8.0,3,無擔保,5,7200,101.0,2023-12-25 00:00:00,195.5,199.0,1.0311,98.24120603015075,112.12,0.1412726342710999,113.2,0.1522659846547316,永豐金證,電子零組件業,1246,42464,5.897777777777778,34.08025682182986,2023/12/21,720.0,2024/01/08,815044010.0,0.5,118.91,113.2
174,2024-01-09 00:00:00,6715,67152,嘉基二,6.26,3.0,3,無擔保,5,2550,100.0,2024-01-05 00:00:00,157.5,168.0,1.0213,93.75,113.87,0.2146133333333333,114.74,0.2238933333333333,中信證券,電子零組件業,848,22565,8.849019607843138,26.60966981132075,2024/01/03,255.0,2024/01/18,292598840.0,0.5,117.38,114.74
175,2024-01-10 00:00:00,8210,82101,勤誠一,12.06,10.0,3,無擔保,4,8974,102.0,2024-01-08 00:00:00,242.5,271.0,1.0207,89.48339483394834,108.1,0.2080453608247421,109.69,0.2258140206185566,元大證券,電腦及週邊設備業,862,32252,3.593938043236015,37.41531322505801,2024/01/04,897.0,2024/01/19,984373650.0,0.5,158.0,109.69
176,2024-01-11 00:00:00,3479,34793,安勤三,7.24,6.5,3,無擔保,5,5700,100.0,2024-01-09 00:00:00,112.0,121.5,1.0225,92.18106995884774,108.5,0.17703125,109.53,0.1882049107142856,凱基證券,電腦及週邊設備業,616,25637,4.497719298245614,41.61850649350649,2024/01/05,570.0,2024/01/22,624292740.0,0.5,116.87,109.53
177,2024-01-17 00:00:00,4967,49673,十銓三,7.15,12.0,3,有擔保,6,10800,102.0,2024-01-15 00:00:00,85.2,81.0,1.0214,105.1851851851852,114.16,0.08532394366197193,116.16,0.1043380281690141,永豐金證,半導體業,885,31244,2.892962962962963,35.30395480225989,2024/01/11,1080.0,2024/01/26,1254497820.0,0.5,121.19,116.16
178,2024-01-17 00:00:00,2476,24762,鉅祥二,19.08,10.0,3,無擔保,4,8500,102.0,2024-01-15 00:00:00,73.6,72.2,1.02,101.9390581717451,112.51,0.1036986413043481,113.8,0.1163532608695654,中信證券,電子零組件業,792,29362,3.454352941176471,37.07323232323233,2024/01/11,850.0,2024/01/26,967266980.0,0.5,121.1,113.8
179,2024-02-21 00:00:00,5263,52635,智崴五,6.48,8.0,3,有擔保,7,6800,100.0,2024-02-19 00:00:00,115.5,112.0,1.0228,103.125,112.94,0.09517575757575747,114.83,0.1135030303030302,台新證券,文化創意業,692,28230,4.151470588235294,40.79479768786127,2024/02/15,680.0,2024/03/04,780836290.0,0.5,117.0,114.83
180,2024-02-21 00:00:00,5321,53211,美而快一,4.95,2.0,3,無擔保,7,1700,100.0,2024-02-19 00:00:00,88.3,92.0,1.0351,95.97826086956522,104.0,0.08357870894677233,105.95,0.1038958097395244,台新證券,數位雲端,212,5336,3.138823529411765,25.16981132075472,2024/02/15,170.0,2024/03/04,180116430.0,0.5,116.3,105.95
181,2024-02-26 00:00:00,6150,61506,撼訊六,4.83,4.0,3,無擔保,8,3400,100.0,2024-02-22 00:00:00,91.6,90.2,1.02,101.5521064301552,104.0,0.0241048034934499,105.95,0.0433067685589521,宏遠證券,電腦及週邊設備業,321,9991,2.938529411764706,31.12461059190031,2024/02/20,340.0,2024/03/07,362909500.0,0.5,111.88,106.74
182,2024-02-26 00:00:00,3272,32723,東碩三,6.12,3.0,5,無擔保,6,2550,100.0,2024-02-22 00:00:00,34.05,34.2,1.02,99.56140350877192,104.0,0.04458149779735687,105.95,0.06416740088105732,凱基證券,電腦及週邊設備業,363,11968,4.693333333333333,32.96969696969697,2024/02/20,255.0,2024/03/07,277763680.0,0.5,114.5,108.93
